x,y,magnitude
70,17,2361257
70,18,2388290
70,19,2379365
70,20,2247581
70,21,2012990
70,22,1885401
70,23,1865459
70,24,1864751
70,25,1874876
70,26,1869356
70,27,1881572
70,28,1926877
70,29,2014041
70,30,2111682
70,31,2218009
70,32,2295065
70,33,2259096
70,34,2088498
70,35,1635330
70,36,1068153
70,37,542469
70,38,140521
70,39,16053
70,40,6935
70,41,388
70,42,48
70,43,9
70,44,1.71E-10
70,45,4.91E-10
70,46,1.54E-10
70,47,4.24E-10
70,48,5.33E-11
70,49,3.43E-10
70,50,2.79E-10
70,51,2.56E-10
70,52,2.62E-10
70,53,3.62E-10
70,54,2.20E-10
70,55,6.51E-10
70,56,8.43E-11
70,57,2.49E-10
70,58,1.99E-10
70,59,1.13E-10
70,60,1.55E-10
70,61,1.07E-10
70,62,5.08E-10
70,63,5.32E-10
70,64,3.73E-10
70,65,6.60E-11
70,66,1.30E-11
70,67,8.77E-11
70,68,6.05E-11
70,69,4.35E-11
70,70,2.15E-10
70,71,1.85E-10
70,72,3.30E-10
70,73,1.89E-10
70,74,3.13E-10
70,75,1.49E-10
70,76,3.22E-10
70,77,5
70,78,5
70,79,190
70,80,1723
70,81,4378
70,82,44299
70,83,136845
70,84,276420
70,85,655250
70,86,1178367
70,87,1639390
70,88,2028430
70,89,2152698
70,90,2100166
70,91,1991173
70,92,1858522
70,93,1741999
70,94,1661560
70,95,1624980
70,96,1592088
70,97,1561439
70,98,1561002
70,99,1571920
70,100,1611215
70,101,1659272
70,102,1788563
70,103,1984635
70,104,2209941
70,105,2401486
70,106,2400485
70,107,2127679
70,108,1608598
70,109,1000761
70,110,462600
70,111,116501
70,112,13319
70,113,5594
70,114,161
70,115,51
70,116,3
70,117,7.79E-10
70,118,9.47E-11
70,119,5.65E-10
70,120,3.00E-10
70,121,1.72E-10
70,122,5
70,123,8
70,124,204
70,125,2017
70,126,4389
70,127,48436
71,0,197687
71,1,355906
71,2,514456
71,3,638522
71,4,683240
71,5,687082
71,6,689330
71,7,689247
71,8,691334
71,9,696274
71,10,735994
71,11,886514
71,12,1178855
71,13,1585624
71,14,1975846
71,15,2194305
71,16,2313726
71,17,2392840
71,18,2355922
71,19,2296515
71,20,2201423
71,21,2076978
71,22,2047066
71,23,2075383
71,24,2090158
71,25,2102667
71,26,2103326
71,27,2114299
71,28,2163720
71,29,2230197
71,30,2309756
71,31,2380214
71,32,2384521
71,33,2264385
71,34,1970550
71,35,1468029
71,36,920395
71,37,427625
71,38,114063
71,39,23119
71,40,4708
71,41,742
71,42,123
71,43,2
71,44,2
71,45,4.60E-10
71,46,2.34E-10
71,47,4.29E-10
71,48,9.13E-11
71,49,3.43E-10
71,50,2.90E-10
71,51,2.64E-10
71,52,2.46E-10
71,53,3.70E-10
71,54,2.06E-10
71,55,6.34E-10
71,56,5.66E-11
71,57,2.49E-10
71,58,2.29E-10
71,59,1.10E-10
71,60,1.49E-10
71,61,7.38E-11
71,62,4.75E-10
71,63,5.59E-10
71,64,3.85E-10
71,65,4.10E-11
71,66,2.66E-11
71,67,1.26E-10
71,68,5.43E-11
71,69,8.46E-11
71,70,1.90E-10
71,71,2.20E-10
71,72,3.19E-10
71,73,1.75E-10
71,74,2.98E-10
71,75,1.54E-10
71,76,3.36E-10
71,77,1
71,78,27
71,79,270
71,80,2027
71,81,7712
71,82,79878
71,83,213453
71,84,383866
71,85,678783
71,86,1139270
71,87,1541520
71,88,1852047
71,89,2026794
71,90,2000799
71,91,1896683
71,92,1808994
71,93,1719779
71,94,1634257
71,95,1597617
71,96,1572338
71,97,1550559
71,98,1550231
71,99,1552125
71,100,1589699
71,101,1657370
71,102,1838539
71,103,2092569
71,104,2350330
71,105,2507924
71,106,2412737
71,107,2015934
71,108,1415508
71,109,812122
71,110,318551
71,111,52544
71,112,10709
71,113,2909
71,114,44
71,115,54
71,116,2.76E-10
71,117,8.05E-10
71,118,1.02E-10
71,119,6.07E-10
71,120,2.87E-10
71,121,1.71E-10
71,122,5
71,123,26
71,124,195
71,125,3070
71,126,6479
71,127,62861
72,0,235701
72,1,454280
72,2,674846
72,3,856516
72,4,931848
72,5,936206
72,6,933877
72,7,933398
72,8,934363
72,9,938205
72,10,955412
72,11,1051970
72,12,1292940
72,13,1652057
72,14,2025565
72,15,2281370
72,16,2430581
72,17,2462444
72,18,2379617
72,19,2281880
72,20,2197771
72,21,2175977
72,22,2226132
72,23,2269337
72,24,2287190
72,25,2292914
72,26,2299549
72,27,2313339
72,28,2348590
72,29,2393244
72,30,2456022
72,31,2469767
72,32,2395668
72,33,2204821
72,34,1817802
72,35,1338335
72,36,852644
72,37,412165
72,38,175110
72,39,68577
72,40,10385
72,41,1711
72,42,524
72,43,38
72,44,2
72,45,1
72,46,2.61E-10
72,47,4.50E-10
72,48,7.48E-11
72,49,3.31E-10
72,50,2.70E-10
72,51,2.60E-10
72,52,2.14E-10
72,53,3.86E-10
72,54,1.86E-10
72,55,5.67E-10
72,56,4.87E-11
72,57,1.93E-10
72,58,2.75E-10
72,59,1.72E-10
72,60,1.95E-10
72,61,6.84E-11
72,62,4.78E-10
72,63,5.70E-10
72,64,4.03E-10
72,65,2.34E-11
72,66,4.86E-11
72,67,1.42E-10
72,68,4.18E-11
72,69,1.38E-10
72,70,1.56E-10
72,71,2.75E-10
72,72,3.19E-10
72,73,1.52E-10
72,74,3.10E-10
72,75,1.74E-10
72,76,3
72,77,3.22E-10
72,78,131
72,79,995
72,80,3739
72,81,25977
72,82,127166
72,83,297185
72,84,518523
72,85,772917
72,86,1149577
72,87,1521412
72,88,1738140
72,89,1899056
72,90,1897649
72,91,1786063
72,92,1720632
72,93,1659174
72,94,1597041
72,95,1559283
72,96,1536683
72,97,1524525
72,98,1521125
72,99,1529669
72,100,1561528
72,101,1664675
72,102,1916567
72,103,2218070
72,104,2473630
72,105,2550307
72,106,2316082
72,107,1826672
72,108,1205289
72,109,624946
72,110,208463
72,111,26287
72,112,7639
72,113,1183
72,114,82
72,115,16
72,116,1
72,117,7.84E-10
72,118,1.00E-10
72,119,6.14E-10
72,120,2.70E-10
72,121,1.39E-10
72,122,5
72,123,35
72,124,201
72,125,3413
72,126,8143
72,127,67426
73,0,256259
73,1,526625
73,2,804282
73,3,997879
73,4,1064724
73,5,1027338
73,6,971547
73,7,953751
73,8,952921
73,9,954814
73,10,961674
73,11,1017954
73,12,1223292
73,13,1584581
73,14,1979314
73,15,2301298
73,16,2527779
73,17,2557956
73,18,2449217
73,19,2343135
73,20,2266934
73,21,2299368
73,22,2397940
73,23,2397659
73,24,2360815
73,25,2311881
73,26,2271247
73,27,2273885
73,28,2294758
73,29,2329587
73,30,2335388
73,31,2281166
73,32,2164147
73,33,1943591
73,34,1592821
73,35,1218808
73,36,835565
73,37,487872
73,38,273920
73,39,133861
73,40,39113
73,41,4703
73,42,1361
73,43,197
73,44,6
73,45,4
73,46,3.34E-10
73,47,4.32E-10
73,48,3.54E-11
73,49,3.38E-10
73,50,2.25E-10
73,51,2.54E-10
73,52,1.42E-10
73,53,4.32E-10
73,54,1.44E-10
73,55,5.49E-10
73,56,1.79E-11
73,57,2.17E-10
73,58,2.12E-10
73,59,1.59E-10
73,60,1.69E-10
73,61,1.61E-10
73,62,4.30E-10
73,63,6.26E-10
73,64,3.92E-10
73,65,2.24E-11
73,66,4.17E-11
73,67,1.44E-10
73,68,4.31E-11
73,69,1.91E-10
73,70,1.36E-10
73,71,3.07E-10
73,72,3.32E-10
73,73,1.28E-10
73,74,3.28E-10
73,75,2.05E-10
73,76,4
73,77,13
73,78,223
73,79,1943
73,80,6300
73,81,57944
73,82,180360
73,83,389586
73,84,637213
73,85,890790
73,86,1186051
73,87,1511161
73,88,1690386
73,89,1769164
73,90,1776736
73,91,1664849
73,92,1587653
73,93,1564924
73,94,1529693
73,95,1499982
73,96,1483249
73,97,1481927
73,98,1479228
73,99,1494499
73,100,1516079
73,101,1696837
73,102,2027363
73,103,2340557
73,104,2542650
73,105,2495741
73,106,2137471
73,107,1615496
73,108,1036523
73,109,509265
73,110,170358
73,111,35538
73,112,6606
73,113,1413
73,114,170
73,115,5
73,116,4
73,117,8.34E-10
73,118,8.35E-11
73,119,6.18E-10
73,120,2.71E-10
73,121,9.94E-11
73,122,5
73,123,35
73,124,215
73,125,3388
73,126,9338
73,127,69187
74,0,264025
74,1,572943
74,2,910347
74,3,1127709
74,4,1190971
74,5,1116916
74,6,1000310
74,7,946333
74,8,944639
74,9,945715
74,10,951802
74,11,978387
74,12,1116021
74,13,1434740
74,14,1843125
74,15,2218795
74,16,2537954
74,17,2662300
74,18,2564295
74,19,2467980
74,20,2421135
74,21,2452440
74,22,2535520
74,23,2469096
74,24,2359484
74,25,2252359
74,26,2171177
74,27,2172986
74,28,2185472
74,29,2186466
74,30,2122095
74,31,2012835
74,32,1844613
74,33,1598091
74,34,1360205
74,35,1105914
74,36,841291
74,37,627519
74,38,393933
74,39,204426
74,40,79601
74,41,8564
74,42,1836
74,43,465
74,44,43
74,45,3.40E-10
74,46,1
74,47,4.11E-10
74,48,3.60E-11
74,49,3.19E-10
74,50,1.83E-10
74,51,2.33E-10
74,52,5.96E-11
74,53,4.72E-10
74,54,1.35E-10
74,55,5.35E-10
74,56,4.05E-11
74,57,2.09E-10
74,58,1.51E-10
74,59,1.56E-10
74,60,1.35E-10
74,61,2.30E-10
74,62,4.07E-10
74,63,6.37E-10
74,64,3.88E-10
74,65,4.82E-11
74,66,3.04E-11
74,67,1.30E-10
74,68,6.21E-11
74,69,2.66E-10
74,70,1.12E-10
74,71,3.53E-10
74,72,3.25E-10
74,73,8.17E-11
74,74,3.49E-10
74,75,1
74,76,2.54E-10
74,77,62
74,78,524
74,79,2557
74,80,13509
74,81,100066
74,82,248812
74,83,491901
74,84,743550
74,85,1008039
74,86,1252215
74,87,1511428
74,88,1716839
74,89,1707375
74,90,1659453
74,91,1538781
74,92,1417069
74,93,1427076
74,94,1427555
74,95,1412737
74,96,1410284
74,97,1413534
74,98,1409371
74,99,1418741
74,100,1467860
74,101,1760646
74,102,2126273
74,103,2423278
74,104,2530845
74,105,2325491
74,106,1914694
74,107,1418118
74,108,928320
74,109,483047
74,110,200357
74,111,70670
74,112,8487
74,113,2049
74,114,275
74,115,27
74,116,3
74,117,8.41E-10
74,118,8.22E-11
74,119,6.13E-10
74,120,3.01E-10
74,121,8.99E-11
74,122,5
74,123,35
74,124,229
74,125,3396
74,126,9984
74,127,71234
75,0,266476
75,1,600130
75,2,993052
75,3,1256986
75,4,1322316
75,5,1224100
75,6,1051826
75,7,942539
75,8,936098
75,9,936995
75,10,942454
75,11,953926
75,12,1034154
75,13,1275585
75,14,1665009
75,15,2072086
75,16,2446487
75,17,2705930
75,18,2695646
75,19,2630670
75,20,2625382
75,21,2630613
75,22,2626300
75,23,2489638
75,24,2306777
75,25,2141632
75,26,2043359
75,27,2043996
75,28,2028997
75,29,1968998
75,30,1846565
75,31,1695782
75,32,1501880
75,33,1299397
75,34,1167158
75,35,1040322
75,36,899639
75,37,759533
75,38,507840
75,39,272514
75,40,107659
75,41,11817
75,42,2492
75,43,661
75,44,37
75,45,5
75,46,1
75,47,3.34E-10
75,48,9.85E-11
75,49,2.42E-10
75,50,1.44E-10
75,51,2.17E-10
75,52,2.63E-11
75,53,4.97E-10
75,54,1.42E-10
75,55,5.11E-10
75,56,4.80E-11
75,57,2.04E-10
75,58,1.16E-10
75,59,1.54E-10
75,60,9.87E-11
75,61,2.58E-10
75,62,3.95E-10
75,63,6.16E-10
75,64,4.04E-10
75,65,8.08E-11
75,66,5.05E-11
75,67,1.02E-10
75,68,8.41E-11
75,69,3.28E-10
75,70,1.21E-10
75,71,3.90E-10
75,72,3.35E-10
75,73,1.92E-11
75,74,3.47E-10
75,75,4
75,76,4
75,77,180
75,78,1428
75,79,4864
75,80,39906
75,81,151220
75,82,337738
75,83,600086
75,84,837046
75,85,1082461
75,86,1315644
75,87,1522883
75,88,1754030
75,89,1745142
75,90,1587421
75,91,1414029
75,92,1217431
75,93,1205618
75,94,1263971
75,95,1281904
75,96,1292197
75,97,1301803
75,98,1310094
75,99,1315166
75,100,1454356
75,101,1825579
75,102,2193956
75,103,2462259
75,104,2410488
75,105,2072795
75,106,1683828
75,107,1250748
75,108,877197
75,109,535230
75,110,268109
75,111,113501
75,112,19941
75,113,3269
75,114,789
75,115,98
75,116,3.74E-10
75,117,2.000000001
75,118,1.05E-10
75,119,5.62E-10
75,120,2.89E-10
75,121,5.80E-11
75,122,5
75,123,35
75,124,232
75,125,3409
75,126,10055
75,127,72724
76,0,268751
76,1,613113
76,2,1050804
76,3,1373977
76,4,1453194
76,5,1344372
76,6,1135414
76,7,980336
76,8,967042
76,9,982383
76,10,1001510
76,11,1024137
76,12,1081543
76,13,1256910
76,14,1599861
76,15,2027749
76,16,2445213
76,17,2831468
76,18,2986109
76,19,2970152
76,20,2974323
76,21,2914977
76,22,2755832
76,23,2525426
76,24,2252828
76,25,2000335
76,26,1861654
76,27,1807053
76,28,1733372
76,29,1631403
76,30,1491115
76,31,1341338
76,32,1189345
76,33,1079529
76,34,1043976
76,35,1040016
76,36,1010355
76,37,869757
76,38,599219
76,39,329420
76,40,118349
76,41,13056
76,42,2902
76,43,758
76,44,28
76,45,7
76,46,1
76,47,2.91E-10
76,48,1.05E-10
76,49,2.03E-10
76,50,1.21E-10
76,51,2.42E-10
76,52,4.20E-11
76,53,5.42E-10
76,54,1.06E-10
76,55,5.06E-10
76,56,5.36E-11
76,57,2.01E-10
76,58,8.98E-11
76,59,1.48E-10
76,60,8.38E-11
76,61,2.87E-10
76,62,3.82E-10
76,63,6.05E-10
76,64,3.91E-10
76,65,1.04E-10
76,66,4.81E-11
76,67,7.68E-11
76,68,9.27E-11
76,69,3.80E-10
76,70,9.70E-11
76,71,4.14E-10
76,72,3.31E-10
76,73,7.61E-11
76,74,3.63E-10
76,75,2
76,76,24
76,77,254
76,78,2011
76,79,7793
76,80,76804
76,81,210031
76,82,435503
76,83,700868
76,84,931140
76,85,1118325
76,86,1350700
76,87,1565780
76,88,1784331
76,89,1873068
76,90,1644256
76,91,1376560
76,92,1093673
76,93,965905
76,94,1046482
76,95,1118629
76,96,1166695
76,97,1198949
76,98,1218019
76,99,1229099
76,100,1473377
76,101,1863344
76,102,2230135
76,103,2411581
76,104,2193630
76,105,1811923
76,106,1461491
76,107,1148970
76,108,895026
76,109,631505
76,110,359110
76,111,162067
76,112,48779
76,113,6272
76,114,1924
76,115,219
76,116,12
76,117,5.000000001
76,118,1.25E-10
76,119,5.26E-10
76,120,2.76E-10
76,121,5.89E-11
76,122,5
76,123,35
76,124,232
76,125,3428
76,126,10054
76,127,73713
77,0,270346
77,1,617229
77,2,1086611
77,3,1469060
77,4,1587695
77,5,1478347
77,6,1259615
77,7,1089204
77,8,1080974
77,9,1142035
77,10,1207200
77,11,1276447
77,12,1358586
77,13,1512282
77,14,1824162
77,15,2280091
77,16,2763022
77,17,3242992
77,18,3552651
77,19,3593420
77,20,3543752
77,21,3352951
77,22,2979042
77,23,2598580
77,24,2212555
77,25,1879656
77,26,1695592
77,27,1593175
77,28,1482019
77,29,1349613
77,30,1196374
77,31,1052353
77,32,956218
77,33,957668
77,34,1026765
77,35,1109755
77,36,1142577
77,37,987824
77,38,673896
77,39,370090
77,40,123510
77,41,13841
77,42,3131
77,43,770
77,44,30
77,45,7
77,46,1
77,47,2.75E-10
77,48,9.61E-11
77,49,1.54E-10
77,50,9.75E-11
77,51,2.49E-10
77,52,5.36E-11
77,53,5.33E-10
77,54,1.06E-10
77,55,4.27E-10
77,56,6.50E-11
77,57,1.45E-10
77,58,1.05E-10
77,59,1.77E-10
77,60,1.12E-10
77,61,2.93E-10
77,62,4.07E-10
77,63,5.91E-10
77,64,3.79E-10
77,65,1.32E-10
77,66,6.99E-11
77,67,6.10E-11
77,68,9.33E-11
77,69,3.86E-10
77,70,9.46E-11
77,71,4.24E-10
77,72,3.44E-10
77,73,1.01E-10
77,74,2
77,75,2.88E-10
77,76,95
77,77,792
77,78,3216
77,79,19838
77,80,119936
77,81,284995
77,82,538310
77,83,800429
77,84,1020040
77,85,1141726
77,86,1340974
77,87,1596622
77,88,1828262
77,89,2052371
77,90,1867200
77,91,1518203
77,92,1180027
77,93,909668
77,94,908146
77,95,979948
77,96,1025746
77,97,1063231
77,98,1081537
77,99,1155707
77,100,1518573
77,101,1931922
77,102,2300454
77,103,2316270
77,104,1955312
77,105,1596127
77,106,1288796
77,107,1120947
77,108,965558
77,109,740513
77,110,466337
77,111,228469
77,112,90782
77,113,12086
77,114,2607
77,115,538
77,116,60
77,117,1.000000001
77,118,1
77,119,4.85E-10
77,120,2.91E-10
77,121,8.52E-11
77,122,5
77,123,35
77,124,232
77,125,3434
77,126,10062
77,127,73944
78,0,271580
78,1,619284
78,2,1106047
78,3,1539964
78,4,1716696
78,5,1616191
78,6,1399180
78,7,1228476
78,8,1225218
78,9,1341678
78,10,1468938
78,11,1598770
78,12,1732159
78,13,1905024
78,14,2217656
78,15,2687851
78,16,3239329
78,17,3800949
78,18,4254260
78,19,4412334
78,20,4318275
78,21,4004202
78,22,3438035
78,23,2860593
78,24,2351438
78,25,1949019
78,26,1708534
78,27,1549331
78,28,1384308
78,29,1201680
78,30,1035759
78,31,921410
78,32,873066
78,33,946570
78,34,1118293
78,35,1243638
78,36,1291065
78,37,1106308
78,38,725809
78,39,378416
78,40,114017
78,41,12162
78,42,3423
78,43,522
78,44,14
78,45,9
78,46,3.50E-10
78,47,2.58E-10
78,48,4.12E-11
78,49,1.17E-10
78,50,1.37E-10
78,51,2.69E-10
78,52,1.15E-10
78,53,5.77E-10
78,54,1.14E-10
78,55,4.12E-10
78,56,6.92E-11
78,57,1.43E-10
78,58,9.42E-11
78,59,1.91E-10
78,60,1.49E-10
78,61,2.86E-10
78,62,4.31E-10
78,63,5.62E-10
78,64,3.25E-10
78,65,1.42E-10
78,66,3.91E-11
78,67,2.50E-11
78,68,1.42E-10
78,69,4.02E-10
78,70,1.43E-10
78,71,4.54E-10
78,72,3.28E-10
78,73,1.43E-10
78,74,5
78,75,10
78,76,218
78,77,1921
78,78,6182
78,79,49721
78,80,169394
78,81,375571
78,82,642367
78,83,891624
78,84,1087995
78,85,1169351
78,86,1294580
78,87,1574500
78,88,1877071
78,89,2226590
78,90,2234851
78,91,1849542
78,92,1447266
78,93,1067825
78,94,927582
78,95,976252
78,96,1011595
78,97,1045961
78,98,1070076
78,99,1271304
78,100,1696763
78,101,2118601
78,102,2418853
78,103,2199088
78,104,1767966
78,105,1432544
78,106,1198823
78,107,1146818
78,108,1044011
78,109,839739
78,110,574859
78,111,311050
78,112,136016
78,113,32419
78,114,4705
78,115,1403
78,116,156
78,117,5.000000001
78,118,4
78,119,4.53E-10
78,120,3.36E-10
78,121,1.24E-10
78,122,5
78,123,35
78,124,232
78,125,3434
78,126,10079
78,127,73936
79,0,272178
79,1,621276
79,2,1113484
79,3,1583910
79,4,1823138
79,5,1753697
79,6,1538873
79,7,1363822
79,8,1347348
79,9,1483171
79,10,1656095
79,11,1832879
79,12,2021199
79,13,2251532
79,14,2561771
79,15,3020046
79,16,3611733
79,17,4205541
79,18,4785554
79,19,5090809
79,20,4992335
79,21,4596873
79,22,3917928
79,23,3166247
79,24,2555648
79,25,2106218
79,26,1819174
79,27,1629790
79,28,1437656
79,29,1243124
79,30,1078919
79,31,967384
79,32,944155
79,33,1064336
79,34,1285003
79,35,1456762
79,36,1471352
79,37,1167281
79,38,727379
79,39,338693
79,40,74356
79,41,8585
79,42,3412
79,43,212
79,44,17
79,45,5
79,46,3.13E-10
79,47,2.26E-10
79,48,3.19E-11
79,49,8.27E-11
79,50,2.01E-10
79,51,2.71E-10
79,52,1.79E-10
79,53,6.03E-10
79,54,1.62E-10
79,55,3.94E-10
79,56,9.42E-11
79,57,1.13E-10
79,58,1.36E-10
79,59,2.43E-10
79,60,2.12E-10
79,61,2.34E-10
79,62,4.82E-10
79,63,5.07E-10
79,64,2.98E-10
79,65,1.41E-10
79,66,3.82E-11
79,67,1.86E-11
79,68,1.88E-10
79,69,4.47E-10
79,70,1.79E-10
79,71,4.68E-10
79,72,3.19E-10
79,73,1
79,74,3.93E-10
79,75,57
79,76,528
79,77,2388
79,78,11884
79,79,93840
79,80,235563
79,81,477025
79,82,745589
79,83,978294
79,84,1134733
79,85,1198289
79,86,1239024
79,87,1503517
79,88,1890718
79,89,2339516
79,90,2651728
79,91,2338887
79,92,1863352
79,93,1390316
79,94,1055754
79,95,1022413
79,96,1048683
79,97,1072755
79,98,1133085
79,99,1481093
79,100,1943485
79,101,2399070
79,102,2560754
79,103,2143432
79,104,1674638
79,105,1329023
79,106,1173363
79,107,1175282
79,108,1104878
79,109,929022
79,110,688605
79,111,412468
79,112,192706
79,113,68735
79,114,7973
79,115,2089
79,116,261
79,117,27
79,118,3
79,119,4.56E-10
79,120,3.81E-10
79,121,1.62E-10
79,122,5
79,123,35
79,124,232
79,125,3434
79,126,10093
79,127,73941
80,0,272358
80,1,622460
80,2,1119112
80,3,1643531
80,4,1969430
80,5,1981619
80,6,1798361
80,7,1610513
80,8,1551867
80,9,1653019
80,10,1810182
80,11,1982714
80,12,2176349
80,13,2402573
80,14,2677643
80,15,3092108
80,16,3654368
80,17,4264910
80,18,4903237
80,19,5322920
80,20,5280064
80,21,4838693
80,22,4133594
80,23,3340018
80,24,2736359
80,25,2334256
80,26,2092000
80,27,1921951
80,28,1734904
80,29,1548629
80,30,1372482
80,31,1235520
80,32,1229276
80,33,1369031
80,34,1573477
80,35,1729970
80,36,1611560
80,37,1153031
80,38,668034
80,39,252469
80,40,34899
80,41,6797
80,42,1836
80,43,24
80,44,28
80,45,2.92E-10
80,46,3.01E-10
80,47,1.52E-10
80,48,6.59E-11
80,49,7.93E-11
80,50,2.22E-10
80,51,2.41E-10
80,52,2.19E-10
80,53,5.74E-10
80,54,1.85E-10
80,55,3.69E-10
80,56,1.00E-10
80,57,7.20E-11
80,58,1.51E-10
80,59,2.58E-10
80,60,2.25E-10
80,61,2.25E-10
80,62,4.82E-10
80,63,4.56E-10
80,64,2.85E-10
80,65,1.26E-10
80,66,2.19E-11
80,67,3.35E-11
80,68,2.27E-10
80,69,4.75E-10
80,70,1.91E-10
80,71,4.52E-10
80,72,3.03E-10
80,73,4
80,74,4
80,75,156
80,76,1420
80,77,4519
80,78,32585
80,79,141865
80,80,318782
80,81,580414
80,82,842312
80,83,1055738
80,84,1169280
80,85,1216932
80,86,1206322
80,87,1403348
80,88,1866137
80,89,2396862
80,90,2954267
80,91,2856624
80,92,2343404
80,93,1813305
80,94,1316354
80,95,1143006
80,96,1143671
80,97,1146396
80,98,1302275
80,99,1788768
80,100,2322113
80,101,2816435
80,102,2745192
80,103,2170528
80,104,1625899
80,105,1245212
80,106,1170600
80,107,1193256
80,108,1149108
80,109,1012202
80,110,796283
80,111,520962
80,112,267559
80,113,112778
80,114,19927
80,115,3269
80,116,789
80,117,98
80,118,9.29E-11
80,119,2
80,120,4.04E-10
80,121,1.60E-10
80,122,5
80,123,35
80,124,232
80,125,3434
80,126,10094
80,127,73962
81,0,272481
81,1,623391
81,2,1125348
81,3,1708060
81,4,2138927
81,5,2272885
81,6,2167140
81,7,1989836
81,8,1886242
81,9,1926261
81,10,2021615
81,11,2127189
81,12,2250481
81,13,2398450
81,14,2589340
81,15,2891986
81,16,3351235
81,17,3942354
81,18,4557796
81,19,5052022
81,20,5103253
81,21,4651612
81,22,3948817
81,23,3197492
81,24,2700563
81,25,2421109
81,26,2285291
81,27,2172603
81,28,2042228
81,29,1909170
81,30,1765913
81,31,1643201
81,32,1637335
81,33,1759256
81,34,1896021
81,35,1925544
81,36,1615035
81,37,1051859
81,38,525959
81,39,144207
81,40,16551
81,41,5655
81,42,504
81,43,31
81,44,12
81,45,1.89E-10
81,46,3.22E-10
81,47,1.07E-10
81,48,7.73E-11
81,49,1.40E-10
81,50,2.08E-10
81,51,2.04E-10
81,52,1.97E-10
81,53,5.34E-10
81,54,1.59E-10
81,55,3.71E-10
81,56,5.69E-11
81,57,2.89E-11
81,58,1.10E-10
81,59,2.19E-10
81,60,2.00E-10
81,61,2.61E-10
81,62,4.42E-10
81,63,4.43E-10
81,64,2.76E-10
81,65,1.27E-10
81,66,6.39E-11
81,67,8.69E-12
81,68,2.15E-10
81,69,4.67E-10
81,70,1.74E-10
81,71,3.86E-10
81,72,2.98E-10
81,73,3
81,74,25
81,75,254
81,76,2094
81,77,7914
81,78,69705
81,79,199114
81,80,418480
81,81,684907
81,82,929849
81,83,1112141
81,84,1193118
81,85,1217324
81,86,1197587
81,87,1300040
81,88,1795143
81,89,2422643
81,90,3097955
81,91,3321814
81,92,2824602
81,93,2234428
81,94,1639290
81,95,1292681
81,96,1264065
81,97,1283452
81,98,1607310
81,99,2195021
81,100,2793662
81,101,3219890
81,102,2856124
81,103,2168819
81,104,1552142
81,105,1190310
81,106,1179343
81,107,1197156
81,108,1177083
81,109,1082865
81,110,888732
81,111,630770
81,112,359499
81,113,161957
81,114,48789
81,115,6263
81,116,1924
81,117,219
81,118,12
81,119,5
81,120,4.25E-10
81,121,1.35E-10
81,122,5
81,123,35
81,124,232
81,125,3434
81,126,10092
81,127,73980
82,0,272540
82,1,624108
82,2,1128418
82,3,1741436
82,4,2265597
82,5,2521684
82,6,2520299
82,7,2388390
82,8,2253143
82,9,2233990
82,10,2267217
82,11,2305082
82,12,2359096
82,13,2434174
82,14,2563390
82,15,2801512
82,16,3180775
82,17,3714981
82,18,4284843
82,19,4760521
82,20,4859282
82,21,4430405
82,22,3723604
82,23,3013737
82,24,2603589
82,25,2444292
82,26,2392114
82,27,2332016
82,28,2262936
82,29,2186257
82,30,2097814
82,31,2032190
82,32,2046001
82,33,2138644
82,34,2197596
82,35,2084777
82,36,1595802
82,37,978869
82,38,431026
82,39,92903
82,40,14041
82,41,4421
82,42,468
82,43,59
82,44,5
82,45,1
82,46,3.88E-10
82,47,9.24E-11
82,48,1.22E-10
82,49,2.40E-10
82,50,1.55E-10
82,51,1.31E-10
82,52,1.41E-10
82,53,4.45E-10
82,54,1.17E-10
82,55,3.08E-10
82,56,8.90E-11
82,57,2.16E-11
82,58,1.02E-10
82,59,1.81E-10
82,60,2.03E-10
82,61,2.80E-10
82,62,3.99E-10
82,63,4.14E-10
82,64,2.76E-10
82,65,7.83E-11
82,66,1.21E-10
82,67,4.84E-11
82,68,2.04E-10
82,69,4.64E-10
82,70,1.76E-10
82,71,3.34E-10
82,72,2
82,73,1.20E-10
82,74,88
82,75,793
82,76,3096
82,77,17808
82,78,113803
82,79,271271
82,80,522507
82,81,786091
82,82,1013862
82,83,1153883
82,84,1214076
82,85,1217127
82,86,1199825
82,87,1238686
82,88,1691603
82,89,2416254
82,90,3149904
82,91,3679289
82,92,3328745
82,93,2673777
82,94,2014517
82,95,1473745
82,96,1355728
82,97,1446920
82,98,1958529
82,99,2618060
82,100,3270955
82,101,3480878
82,102,2886192
82,103,2138049
82,104,1480212
82,105,1181309
82,106,1187413
82,107,1193112
82,108,1196492
82,109,1137897
82,110,975726
82,111,747148
82,112,467394
82,113,228446
82,114,90835
82,115,12086
82,116,2607
82,117,538
82,118,60
82,119,1
82,120,1
82,121,9.17E-11
82,122,5
82,123,35
82,124,232
82,125,3434
82,126,10092
82,127,73972
83,0,272567
83,1,624585
83,2,1129098
83,3,1744545
83,4,2334100
83,5,2694464
83,6,2805774
83,7,2738843
83,8,2592921
83,9,2519563
83,10,2494220
83,11,2497433
83,12,2518006
83,13,2562137
83,14,2675403
83,15,2930192
83,16,3317244
83,17,3825640
83,18,4377286
83,19,4794241
83,20,4867430
83,21,4412735
83,22,3686168
